rank_growth_pressure,rank_followup_priority,catalogue_view,ranking_id,measurement_id,physical_object_id,object_id,redshift,source_key,survey,field,lrd_status,log_mbh_msun,physical_growth_pressure_tier,physical_pressure_score_0_100,measurement_confidence_tier,measurement_confidence_score_0_100,followup_priority_category,catalogue_release,n_measurements,available_measurement_ids,preferred_measurement_flag,preferred_measurement_reason,cosmic_time_gyr,object_class,quality_flag,detection_evidence,source_table,source_paper_version,source_url,source_doi,mbh_method,lrd_flag,halpha_absorption_fit_flag,source_caveat_tags,notes,scenario,scenario_label,scenario_kind,scenario_scope,mbh_delta_dex,reported_statistical_errors_applied,systematic_combined_with_statistical_error,z_seed,epsilon,merger_boost,delta_t_z30_gyr,log_mbh_err_plus_reported,log_mbh_err_minus_reported,mstar_diagnostic_status,lbol_diagnostic_status,edd_ratio_diagnostic_status,log_mstar_msun,log_lbol_erg_s,edd_ratio_reported,log_mbh_mstar_ratio,edd_ratio_consistency_flag,edd_ratio_log_residual_dex,req_fedd_seed1e2_z30_eps0p1_b1,req_fedd_seed1e4_z30_eps0p1_b1,req_fedd_seed1e5_z30_eps0p1_b1,req_log_mseed_fedd0p3_z30_eps0p1_b1,req_log_mseed_fedd1_z30_eps0p1_b1,req_fedd_seed1e2_mbh_minus0p3,req_log_mseed_fedd0p3_mbh_minus0p3,req_fedd_seed1e2_mbh_plus0p3,req_log_mseed_fedd0p3_mbh_plus0p3,req_fedd_seed1e2_taylor_virial_minus0p5,req_log_mseed_fedd0p3_taylor_virial_minus0p5,req_fedd_seed1e2_taylor_virial_plus0p5,req_log_mseed_fedd0p3_taylor_virial_plus0p5,growth_pressure_robustness_0p3,taylor_virial_sensitivity_label,missing_diagnostics_penalized_flag,diagnostic_availability_note,ranking_note
48,49,physical_object,HZA-RUBIES-EGS-28812,RUBIESEGS28812_taylor24,HZA-RUBIES-EGS-28812,RUBIES-EGS-28812,4.222,taylor24_ceers_rubies_blagn,RUBIES,EGS,non_lrd,7.35,low,13.231692796886414,high,90,F_context,expanded-blagn-v1,1,RUBIESEGS28812_taylor24,True,only catalogue measurement in this release,1.442548613560481,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,1.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust;halpha_absorption_component_fit,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic. Halpha line fit includes the source-specific narrow absorption component described in Section 3.2.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.3425630833913567,0.04,0.04,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.45878031356263693,0.28727365428688484,0.20152032464900876,3.8515935676567112,-4.311354774477628,0.43305431467127414,3.5515935676567114,0.4845063124539997,4.151593567656711,0.41590364874369895,3.3515935676567112,0.5016569783815751,4.351593567656711,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
49,50,physical_object,HZA-RUBIES-UDS-19484,RUBIESUDS19484_taylor24,HZA-RUBIES-UDS-19484,RUBIES-UDS-19484,4.656,taylor24_ceers_rubies_blagn,RUBIES,UDS,lrd,6.62,low,12.549316803542556,high,90,F_context,expanded-blagn-v1,1,RUBIESUDS19484_taylor24,True,only catalogue measurement in this release,1.2804267955067032,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,1.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.1804412653375789,0.19,0.22,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.45059180164251067,0.25553041565008183,0.15799972265386739,3.544045233517984,-3.6331825549400554,0.42133259374364646,3.2440452335179844,0.47985100954137505,3.844045233517984,0.4018264551444035,3.044045233517984,0.49935714814061793,4.044045233517984,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
50,51,physical_object,HZA-RUBIES-UDS-119957,RUBIESUDS119957_taylor24,HZA-RUBIES-UDS-119957,RUBIES-UDS-119957,4.149,taylor24_ceers_rubies_blagn,RUBIES,UDS,lrd,7.19,low,11.261136260834359,high,90,F_context,expanded-blagn-v1,1,RUBIESUDS119957_taylor24,True,only catalogue measurement in this release,1.4731747837496332,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,1.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.3731892535805088,0.06,0.05,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.4351336351300123,0.2674520801666164,0.1836113026849185,3.61178890736684,-4.737370308777201,0.4099814018855029,3.3117889073668403,0.4602858683745216,3.91178890736684,0.3932132463891633,3.11178890736684,0.47705402387086127,4.11178890736684,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
51,52,physical_object,HZA-RUBIES-UDS-31747,RUBIESUDS31747_taylor24,HZA-RUBIES-UDS-31747,RUBIES-UDS-31747,4.13,taylor24_ceers_rubies_blagn,RUBIES,UDS,lrd,7.17,low,10.908321132651999,high,90,F_context,expanded-blagn-v1,1,RUBIESUDS31747_taylor24,True,only catalogue measurement in this release,1.4813233087212372,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,1.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.3813377785521128,0.05,0.05,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.430899853591824,0.26420745374972576,0.18086125382867663,3.5705557507819283,-4.828147497393571,0.40589599361550927,3.2705557507819285,0.4559037135681388,3.870555750781928,0.3892267536312995,3.0705557507819283,0.47257295355234863,4.070555750781928,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
52,53,physical_object,HZA-RUBIES-UDS-35974,RUBIESUDS35974_taylor24,HZA-RUBIES-UDS-35974,RUBIES-UDS-35974,4.367,taylor24_ceers_rubies_blagn,RUBIES,UDS,non_lrd,6.8,low,10.84418055129983,high,90,F_context,expanded-blagn-v1,1,RUBIESUDS35974_taylor24,True,only catalogue measurement in this release,1.384760384875935,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.2847748547068105,0.09,0.11,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.43013016661559794,0.25090926385909873,0.16129881248084918,3.452176220676681,-4.359412597744396,0.4032470312021231,3.1521762206766812,0.4570133020290727,3.752176220676681,0.38532494092647307,2.952176220676681,0.4749353923047227,3.952176220676681,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
53,54,physical_object,HZA-RUBIES-UDS-155916,RUBIESUDS155916_taylor24,HZA-RUBIES-UDS-155916,RUBIES-UDS-155916,4.098,taylor24_ceers_rubies_blagn,RUBIES,UDS,non_lrd,7.06,low,9.794339378398224,high,90,F_context,expanded-blagn-v1,1,RUBIESUDS155916_taylor24,True,only catalogue measurement in this release,1.49521733830908,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.3952318081399555,0.11,0.13,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.4175320725407787,0.25249963280134047,0.16998341293162136,3.4243511484935247,-5.058829505021584,0.3927772065798629,3.124351148493525,0.4422869385016944,3.7243511484935246,0.3762739626059191,2.9243511484935247,0.4587901824756382,3.9243511484935247,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
54,55,physical_object,HZA-RUBIES-UDS-63139,RUBIESUDS63139_taylor24,HZA-RUBIES-UDS-63139,RUBIES-UDS-63139,4.435,taylor24_ceers_rubies_blagn,RUBIES,UDS,non_lrd,6.55,low,9.673306722622575,high,90,F_context,expanded-blagn-v1,1,RUBIESUDS63139_taylor24,True,only catalogue measurement in this release,1.358970606803421,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.2589850766342967,0.09,0.09,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.4160796806714709,0.23318751334335178,0.14174142967929226,3.269378370515094,-4.385405431616353,0.388645855572253,2.969378370515094,0.44351350577068877,3.5693783705150937,0.3703566388394411,2.769378370515094,0.46180272250350063,3.769378370515094,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
55,56,physical_object,HZA-RUBIES-UDS-143683,RUBIESUDS143683_taylor24,HZA-RUBIES-UDS-143683,RUBIES-UDS-143683,4.226,taylor24_ceers_rubies_blagn,RUBIES,UDS,non_lrd,6.81,low,9.415026217409565,high,90,F_context,expanded-blagn-v1,1,RUBIESUDS143683_taylor24,True,only catalogue measurement in this release,1.4409010539259417,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.340915523756817,0.16,0.19,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.41298031460891477,0.24126292807714142,0.1554042348112548,3.3158867240040335,-4.837044253319889,0.38722270662914876,3.0158867240040337,0.43873792258868066,3.6158867240040333,0.37005096797597137,2.8158867240040335,0.45590966124185806,3.8158867240040335,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
56,57,physical_object,HZA-RUBIES-UDS-48507,RUBIESUDS48507_taylor24,HZA-RUBIES-UDS-48507,RUBIES-UDS-48507,4.468,taylor24_ceers_rubies_blagn,RUBIES,UDS,non_lrd,6.43,low,9.089989853787502,high,90,F_context,expanded-blagn-v1,1,RUBIESUDS48507_taylor24,True,only catalogue measurement in this release,1.346741054507491,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.2467555243383666,0.04,0.04,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.40907987824545,0.2243937029653371,0.13205061532528067,3.181245732984712,-4.399180890050959,0.3813769519534331,2.8812457329847123,0.4367828045374668,3.481245732984712,0.36290833442542175,2.681245732984712,0.4552514220654782,3.681245732984712,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
57,58,physical_object,HZA-GS-200679,GS200679_juodzbalis25,HZA-GS-200679,GS-200679,4.547,juodzbalis25_jades_blagn,JADES,,not_reported_by_source,6.19,low,7.998664978596665,medium_tentative,60,F_context,expanded-blagn-v1,1,GS200679_juodzbalis25,True,only catalogue measurement in this release,1.318195361019195,broad-line-agn,tentative,individual_tentative,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,,,Tentative sample; source-adopted CIGALE Mstar used because the host is significantly extended.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.2182098308500706,0.6,0.3,available,available,available,8.53,43.63,0.23,-2.339999999999999,consistent,0.0220983811351514,0.39598397974315996,0.2069701469301958,0.11246323052371372,3.015629155969124,-4.391236146769587,0.3676319048212153,2.715629155969124,0.42433605466510455,3.3156291559691238,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,available;available;available,Observational-triage rank: low growth pressure; medium_tentative measurement confidence. This is not evidence for a unique seed channel.
58,59,physical_object,HZA-RUBIES-UDS-30969,RUBIESUDS30969_taylor24,HZA-RUBIES-UDS-30969,RUBIES-UDS-30969,4.0,taylor24_ceers_rubies_blagn,RUBIES,UDS,non_lrd,6.74,low,6.599103334169058,high,90,F_context,expanded-blagn-v1,1,RUBIESUDS30969_taylor24,True,only catalogue measurement in this release,1.539142050077643,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.4391565199085186,0.07,0.08,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.3791892400100287,0.21919378009018536,0.13919605013026373,2.9898935888518587,-5.760354703827138,0.3551899210220522,2.689893588851859,0.4031885589980052,3.2898935888518586,0.3391903750300679,2.4898935888518587,0.41918810498998954,3.4898935888518587,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
59,8,physical_object,HZA-GN-11836,GN11836_juodzbalis25,HZA-GN-11836,GN-11836,4.409,juodzbalis25_jades_blagn,JADES,,not_reported_by_source,6.06,low,5.701111137430049,source_values_internally_inconsistent,55,D_source_consistency,expanded-blagn-v1,1,GN11836_juodzbalis25,True,only catalogue measurement in this release,1.3687364986748385,broad-line-agn,robust,individual_robust,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,,,Robust sample; Mstar uses BEAGLE value; published Table 2 MBH/Lbol/lambda_Edd triplet is internally inconsistent and is preserved verbatim pending source clarification.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.2687509685057141,0.32,0.32,available,available,available,8.17,44.11,0.11,-2.1100000000000003,inconsistent,-0.9082367697242087,0.36841333364916057,0.18692893283676623,0.096186732430569,2.7539307328113716,-4.96023089062876,0.3411906735273014,2.4539307328113718,0.3956359937710197,3.0539307328113714,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,available;available;available,Observational-triage rank: low growth pressure; source_values_internally_inconsistent measurement confidence. This is not evidence for a unique seed channel.
