rank_uncertainty_pressure,rank_growth_pressure,catalogue_view,ranking_id,measurement_id,physical_object_id,object_id,redshift,source_key,survey,field,lrd_status,uncertainty_growth_pressure_tier,uncertainty_pressure_score_0_100,prob_required_fedd_seed1e2_gt_1_baseline,prob_required_mseed_fedd0p3_gt_1e6_baseline,measurement_confidence_tier,rank_followup_priority,log_mbh_msun,physical_growth_pressure_tier,physical_pressure_score_0_100,measurement_confidence_score_0_100,followup_priority_category,catalogue_release,n_measurements,available_measurement_ids,preferred_measurement_flag,preferred_measurement_reason,cosmic_time_gyr,object_class,quality_flag,detection_evidence,source_table,source_paper_version,source_url,source_doi,mbh_method,lrd_flag,halpha_absorption_fit_flag,source_caveat_tags,notes,scenario,scenario_label,scenario_kind,scenario_scope,mbh_delta_dex,reported_statistical_errors_applied,systematic_combined_with_statistical_error,z_seed,epsilon,merger_boost,delta_t_z30_gyr,log_mbh_err_plus_reported,log_mbh_err_minus_reported,mstar_diagnostic_status,lbol_diagnostic_status,edd_ratio_diagnostic_status,log_mstar_msun,log_lbol_erg_s,edd_ratio_reported,log_mbh_mstar_ratio,edd_ratio_consistency_flag,edd_ratio_log_residual_dex,req_fedd_seed1e2_z30_eps0p1_b1,req_fedd_seed1e4_z30_eps0p1_b1,req_fedd_seed1e5_z30_eps0p1_b1,req_log_mseed_fedd0p3_z30_eps0p1_b1,req_log_mseed_fedd1_z30_eps0p1_b1,req_fedd_seed1e2_mbh_minus0p3,req_log_mseed_fedd0p3_mbh_minus0p3,req_fedd_seed1e2_mbh_plus0p3,req_log_mseed_fedd0p3_mbh_plus0p3,req_fedd_seed1e2_taylor_virial_minus0p5,req_log_mseed_fedd0p3_taylor_virial_minus0p5,req_fedd_seed1e2_taylor_virial_plus0p5,req_log_mseed_fedd0p3_taylor_virial_plus0p5,growth_pressure_robustness_0p3,taylor_virial_sensitivity_label,missing_diagnostics_penalized_flag,diagnostic_availability_note,ranking_note,req_fedd_seed1e2_p16_baseline,req_fedd_seed1e2_p50_baseline,req_fedd_seed1e2_p84_baseline,req_fedd_seed1e4_p16_baseline,req_fedd_seed1e4_p50_baseline,req_fedd_seed1e4_p84_baseline,prob_required_fedd_seed1e4_gt_1_baseline,req_fedd_seed1e5_p16_baseline,req_fedd_seed1e5_p50_baseline,req_fedd_seed1e5_p84_baseline,prob_required_fedd_seed1e5_gt_1_baseline,req_log_mseed_fedd0p3_p16_baseline,req_log_mseed_fedd0p3_p50_baseline,req_log_mseed_fedd0p3_p84_baseline,prob_required_mseed_fedd0p3_gt_1e5_baseline,req_log_mseed_fedd1_p16_baseline,req_log_mseed_fedd1_p50_baseline,req_log_mseed_fedd1_p84_baseline,prob_required_mseed_fedd1_gt_1e5_baseline,prob_required_mseed_fedd1_gt_1e6_baseline,req_fedd_seed1e2_p50_mbh_minus_0p3dex,prob_required_fedd_seed1e2_gt_1_mbh_minus_0p3dex,req_log_mseed_fedd0p3_p50_mbh_minus_0p3dex,prob_required_mseed_fedd0p3_gt_1e6_mbh_minus_0p3dex,req_fedd_seed1e2_p50_mbh_plus_0p3dex,prob_required_fedd_seed1e2_gt_1_mbh_plus_0p3dex,req_log_mseed_fedd0p3_p50_mbh_plus_0p3dex,prob_required_mseed_fedd0p3_gt_1e6_mbh_plus_0p3dex,req_fedd_seed1e2_p50_taylor_virial_minus_0p5dex,prob_required_fedd_seed1e2_gt_1_taylor_virial_minus_0p5dex,req_log_mseed_fedd0p3_p50_taylor_virial_minus_0p5dex,prob_required_mseed_fedd0p3_gt_1e6_taylor_virial_minus_0p5dex,req_fedd_seed1e2_p50_taylor_virial_plus_0p5dex,prob_required_fedd_seed1e2_gt_1_taylor_virial_plus_0p5dex,req_log_mseed_fedd0p3_p50_taylor_virial_plus_0p5dex,prob_required_mseed_fedd0p3_gt_1e6_taylor_virial_plus_0p5dex
34,33,measurement,CEERS2782_taylor24,CEERS2782_taylor24,HZA-CEERS-2782,CEERS-2782,5.24,taylor24_ceers_rubies_blagn,CEERS,EGS,non_lrd,lower_pressure,7.291087990551148,0.0,0.0,robust_with_measurement_caveat,8,7.16,low,24.233626635170495,75,C_interpretation_or_measurement_check,v3-blagn,1,CEERS2782_taylor24,False,nonpreferred duplicate: severe spatial slit loss; Taylor et al. adopt RUBIES-EGS-50052,1.1055092521207228,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust;duplicate_observation;severe_spatially_dependent_slit_loss;source_nonpreferred_duplicate_measurement,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic. Same physical object as RUBIES-EGS-50052; severe spatially dependent slit loss makes this the non-preferred source measurement.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.0055237219515984,0.14,0.13,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.5908035196220459,0.36180990736543894,0.24731310123713554,4.539839576801608,-1.573868077327976,0.556454477783555,4.239839576801607,0.625152561460537,4.839839576801607,0.5335551165578942,4.039839576801608,0.6480519226861976,5.039839576801608,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; robust_with_measurement_caveat measurement confidence. This is not evidence for a unique seed channel.,0.5757560677052529,0.5904425878531812,0.6066492677573693,0.34676245544864603,0.3614489755965742,0.3776556555007624,0.0,0.23226564932034252,0.24695216946827067,0.26315884937245887,0.0,4.408417116860402,4.536687246347425,4.678234250602088,0.0006,-1.705290537269182,-1.5770204077821584,-1.4354734035274959,0.0,0.0,0.5560935460146901,0.0,4.236687246347426,0.0,0.624791629691672,0.0,4.8366872463474255,0.0,0.5331941847890294,0.0,4.036687246347425,0.0,0.6476909909173327,0.0,5.036687246347425,0.0
35,35,measurement,CEERS1244_taylor24,CEERS1244_taylor24,HZA-CEERS-1244,CEERS-1244,4.478,taylor24_ceers_rubies_blagn,CEERS,EGS,non_lrd,lower_pressure,6.2229490692861456,0.0,0.0,high,36,7.82,low,20.74316356428715,90,F_context,v3-blagn,1,CEERS1244_taylor24,True,only catalogue measurement in this release,1.3430711764202312,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.2430856462511068,0.03,0.02,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.5390234084690856,0.35379199662403893,0.26117629070151566,4.58080857980004,-2.9773047339998673,0.5112386966923286,4.28080857980004,0.5668081202458425,4.880808579800041,0.4927155555078239,4.08080857980004,0.5853312614303471,5.08080857980004,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.,0.5372190711264236,0.5390214633649622,0.541806080897636,0.35198765928137715,0.3537900515199156,0.35657466905258944,0.0,0.25937195335885393,0.26117434559739233,0.26395896313006617,0.0,4.561326599668386,4.580787577918081,4.610853941986,0.0,-2.9967867141315216,-2.977325735881826,-2.9472593718139075,0.0,0.0,0.5112367515882051,0.0,4.2807875779180815,0.0,0.5668061751417192,0.0,4.880787577918081,0.0,0.49271361040370054,0.0,4.080787577918081,0.0,0.5853293163262239,0.0,5.080787577918082,0.0
36,36,measurement,RUBIESEGS13872_taylor24,RUBIESEGS13872_taylor24,HZA-RUBIES-EGS-13872,RUBIES-EGS-13872,5.262,taylor24_ceers_rubies_blagn,RUBIES,EGS,non_lrd,lower_pressure,6.150136972434995,0.0,0.0,high,37,6.74,low,20.48878990811665,90,F_context,v3-blagn,1,RUBIESEGS13872_taylor24,True,only catalogue measurement in this release,1.0997055860002432,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,0.9997200558311187,0.23,0.28,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.5458654788973998,0.3155424920208598,0.20038099858258984,4.134962577827206,-1.9434580739093121,0.5113170308659188,3.8349625778272065,0.5804139269288808,4.434962577827206,0.48828473217826485,3.6349625778272063,0.6034462256165348,4.634962577827206,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.,0.5136514638340937,0.5458651242073127,0.57251257704347,0.2833284769575536,0.31554213733077263,0.3421895901669302,0.0,0.16816698351928358,0.2003806438925026,0.22702809672866014,0.0,3.8552335286327035,4.134959497890705,4.366351537369954,0.0001,-2.223187123103815,-1.943461153845814,-1.7120691143665645,0.0,0.0,0.5113166761758317,0.0,3.8349594978907047,0.0,0.5804135722387936,0.0,4.434959497890704,0.0,0.48828437748817755,0.0,3.6349594978907045,0.0,0.6034458709264476,0.0,4.634959497890705,0.0
37,38,measurement,GS172975_juodzbalis25,GS172975_juodzbalis25,HZA-GS-172975,GS-172975,4.741,juodzbalis25_jades_blagn,JADES,,not_reported_by_source,lower_pressure,5.89444637985611,0.0,0.0,high,39,7.25,low,18.714821266187034,90,F_context,v3-blagn,1,GS172975_juodzbalis25,True,only catalogue measurement in this release,1.2522045591007307,broad-line-agn,robust,individual_robust,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,,,Robust sample; Mstar uses BEAGLE value.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.1522190289316063,0.32,0.32,available,available,available,8.98,44.07,0.05,-1.7300000000000004,consistent,-0.020659450546418,0.5245778551942444,0.32473867226310377,0.22481908079753335,4.247585802746482,-2.7580473241783974,0.4946019777545733,3.9475858027464814,0.5545537326339155,4.547585802746481,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,available;available;available,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.,0.4930798068377362,0.5243230228560823,0.5556946845514966,0.29324062390659544,0.32448383992494156,0.3558555016203559,0.0,0.1933210324410251,0.22456424845937117,0.2559359101547855,0.0,3.932351844175287,4.245035428646424,4.559004503532244,0.008,-3.0732812827495914,-2.7605976982784552,-2.4466286233926344,0.0,0.0,0.4943471454164112,0.0,3.9450354286464235,0.0,0.5542989002957535,0.0,4.545035428646423,0.0,,,,,,,,
38,37,measurement,GN77652_juodzbalis25,GN77652_juodzbalis25,HZA-GN-77652,GN-77652,5.229,juodzbalis25_jades_blagn,JADES,,not_reported_by_source,lower_pressure,5.728076706996563,0.0,0.0,high,38,6.62,low,18.95358902332188,90,F_context,v3-blagn,1,GN77652_juodzbalis25,True,only catalogue measurement in this release,1.108430210684669,broad-line-agn,robust,individual_robust,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,,,Robust sample; Mstar uses BEAGLE value.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.0084446805155447,0.34,0.32,available,available,available,8.36,44.11,0.24,-1.739999999999999,consistent,-0.0094182131708325,0.5274430682798625,0.29911273569117747,0.18494756939683493,3.992228239684468,-2.139239201051775,0.4931935183915599,3.6922282396844683,0.5616926181681653,4.2922282396844675,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,available;available;available,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.,0.49128713622647263,0.5276326212758182,0.566890168051912,0.26295680363778756,0.2993022886871331,0.33855983546322693,0.0,0.148791637343445,0.18513712239279057,0.2243946691688844,0.0,3.675529782291851,3.9938885797173196,4.337754822375604,0.0012,-2.4559376584443924,-2.1375788610189237,-1.7937126183606389,0.0,0.0,0.49338307138751547,0.0,3.6938885797173198,0.0,0.5618821711641209,0.0,4.293888579717319,0.0,,,,,,,,
39,39,measurement,RUBIESEGS46985_taylor24,RUBIESEGS46985_taylor24,HZA-RUBIES-EGS-46985,RUBIES-EGS-46985,4.963,taylor24_ceers_rubies_blagn,RUBIES,EGS,non_lrd,lower_pressure,5.520217493087592,0.0,0.0,high,40,6.9,low,18.40072497695864,90,F_context,v3-blagn,1,RUBIESEGS46985_taylor24,True,only catalogue measurement in this release,1.1831727889131478,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.0831872587440234,0.21,0.2,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.5208086997235036,0.30823372024452267,0.20194623050503213,4.077466503957366,-2.508444986808783,0.48892245280165664,3.7774665039573656,0.5526949466453509,4.377466503957365,0.4676649548537586,3.5774665039573654,0.573952444593249,4.577466503957366,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.,0.499637324930463,0.5211116726682943,0.5434681768917384,0.28706234545148185,0.3085366931893132,0.3308931974127574,0.0,0.18077485571199134,0.20224920344982264,0.22460570767326685,0.0,3.878276788921931,4.080317008240919,4.2906569483245525,0.0,-2.7076347018442175,-2.50559448252523,-2.295254542441597,0.0,0.0,0.4892254257464472,0.0,3.7803170082409188,0.0,0.5529979195901413,0.0,4.380317008240918,0.0,0.467967927798549,0.0,3.5803170082409186,0.0,0.5742554175380397,0.0,4.580317008240919,0.0
40,40,measurement,GS8083_juodzbalis25,GS8083_juodzbalis25,HZA-GS-8083,GS-8083,4.753,juodzbalis25_jades_blagn,JADES,,not_reported_by_source,lower_pressure,5.374027209925744,0.0,0.0,high,41,7.1,low,17.61009069975248,90,F_context,v3-blagn,1,GS8083_juodzbalis25,True,only catalogue measurement in this release,1.2483035089057362,broad-line-agn,robust,individual_robust,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,,,Robust sample; Mstar uses BEAGLE value.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.1483179787366118,0.31,0.31,available,available,available,8.27,44.03,0.07,-1.17,consistent,0.0154685851318205,0.5113210883970297,0.31080301451584164,0.21054397757524754,4.107751030186363,-2.8741632327121227,0.4812433773148516,3.8077510301863633,0.541398799479208,4.407751030186363,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,available;available;available,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.,0.48032633978481126,0.5108902570556944,0.5423309461383289,0.2798082659036231,0.31037218317450616,0.34181287225714074,0.0,0.179549228963029,0.21011314623391206,0.24155383531654664,0.0,3.7986043481712177,4.103453848062115,4.417048413121262,0.0026,-3.183309914727268,-2.878460414836371,-2.5648658497772243,0.0,0.0,0.48081254597351614,0.0,3.803453848062115,0.0,0.5409679681378725,0.0,4.403453848062115,0.0,,,,,,,,
41,41,measurement,RUBIESEGS29489_taylor24,RUBIESEGS29489_taylor24,HZA-RUBIES-EGS-29489,RUBIES-EGS-29489,4.543,taylor24_ceers_rubies_blagn,RUBIES,EGS,lrd,lower_pressure,5.219968342389904,0.0,0.0,high,42,7.39,low,17.39989447463301,90,F_context,v3-blagn,1,RUBIESEGS29489_taylor24,True,only catalogue measurement in this release,1.319616479433939,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,1.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.2196309492648143,0.08,0.09,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.5087987336955961,0.3200051404875827,0.225608343883576,4.2119260526551985,-3.2035798244826728,0.48047969471439417,3.9119260526551987,0.5371177726767982,4.511926052655198,0.46160033539359274,3.7119260526551985,0.5559971319975996,4.7119260526551985,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.,0.5001288535028481,0.5087010540843533,0.5162115303822457,0.31133526029483466,0.31990746087633987,0.3274179371742323,0.0,0.216938463690828,0.22551066427233318,0.23302114057022558,0.0,4.120080984764622,4.210891275896273,4.290454106077881,0.0,-3.29542489237325,-3.204614601241598,-3.12505177105999,0.0,0.0,0.48038201510315126,0.0,3.9108912758962733,0.0,0.5370200930655553,0.0,4.510891275896273,0.0,0.46150265578234995,0.0,3.710891275896273,0.0,0.5558994523863565,0.0,4.710891275896273,0.0
42,42,measurement,RUBIESEGS45599_taylor24,RUBIESEGS45599_taylor24,HZA-RUBIES-EGS-45599,RUBIES-EGS-45599,4.862,taylor24_ceers_rubies_blagn,RUBIES,EGS,non_lrd,lower_pressure,5.0591181851110045,0.0,0.0,high,43,6.86,low,16.863727283703348,90,F_context,v3-blagn,1,RUBIESEGS45599_taylor24,True,only catalogue measurement in this release,1.2137742718438405,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.113788741674716,0.13,0.13,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.5023647274044402,0.2956302716824483,0.19226304382145243,3.957726172908227,-2.814246090305912,0.47135455904614143,3.657726172908227,0.5333748957627389,4.257726172908226,0.4506811134739422,3.457726172908227,0.5540483413349382,4.457726172908227,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.,0.4887410488018769,0.5025482567440915,0.5158909429707066,0.282006593079885,0.29581380102209975,0.30915648724871486,0.0,0.1786393652188891,0.1924465731611038,0.20578925938771894,0.0,3.8259273534517946,3.959501680904806,4.088582110966816,0.0,-2.9460449097623442,-2.812470582309333,-2.6833901522473234,0.0,0.0,0.4715380883857928,0.0,3.659501680904806,0.0,0.5335584251023904,0.0,4.259501680904806,0.0,0.4508646428135936,0.0,3.459501680904806,0.0,0.5542318706745895,0.0,4.459501680904806,0.0
43,43,measurement,GN20621_juodzbalis25,GN20621_juodzbalis25,HZA-GN-20621,GN-20621,4.682,juodzbalis25_jades_blagn,JADES,,not_reported_by_source,lower_pressure,4.982139823205527,0.0,0.0,high,44,7.05,low,16.350466077351758,90,F_context,v3-blagn,1,GN20621_juodzbalis25,True,only catalogue measurement in this release,1.2716827949057186,broad-line-agn,robust,individual_robust,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,,,Robust sample; Mstar uses BEAGLE value.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.1716972647365942,0.35,0.34,available,available,available,8.41,44.17,0.11,-1.3600000000000003,consistent,0.0217632302757838,0.4962055929282211,0.29968852642199495,0.20142999316888183,3.9968300607825813,-3.1272331307247283,0.4667280329522872,3.6968300607825815,0.5256831529041549,4.296830060782581,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,available;available;available,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.,0.46330314526461164,0.4963034175848702,0.5304808038962137,0.26678607875838545,0.29978635107864393,0.3339637373899875,0.0,0.16852754550527238,0.20152781782553092,0.2357052041368744,0.0,3.6619741803385586,3.997825645119232,4.345656873408616,0.0022,-3.462089011168751,-3.1262375463880776,-2.778406318098695,0.0,0.0,0.46682585760893625,0.0,3.697825645119232,0.0,0.525780977560804,0.0,4.297825645119231,0.0,,,,,,,,
44,46,measurement,GN73488_juodzbalis25,GN73488_juodzbalis25,HZA-GN-73488,GN-73488,4.133,juodzbalis25_jades_blagn,JADES,,not_reported_by_source,lower_pressure,4.883077595990273,0.0,0.0,high,47,7.83,low,15.53025865330091,90,F_context,v3-blagn,1,GN73488_juodzbalis25,True,only catalogue measurement in this release,1.4800317329113224,broad-line-agn,robust,individual_robust,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,,,Robust sample; Mstar uses BEAGLE value.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.380046202742198,0.3,0.3,available,available,available,9.71,45.22,0.2,-1.8800000000000008,consistent,0.011400540781544,0.4863631038396109,0.3195146977196758,0.2360904946597082,4.233921296265163,-4.156929012449458,0.4613358429216207,3.9339212962651633,0.5113903647576012,4.533921296265164,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,available;available;available,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.,0.4614515800431368,0.4860426848729231,0.5112575488352458,0.2946031739232017,0.319194278752988,0.3444091427153107,0.0,0.2111789708632341,0.23577007569302044,0.26098493965534314,0.0,3.935308628924882,4.230080456857234,4.5323292412321665,0.0064,-4.455541679789739,-4.160769851857387,-3.8585210674824553,0.0,0.0,0.4610154239549329,0.0,3.9300804568572345,0.0,0.5110699457909135,0.0,4.530080456857235,0.0,,,,,,,,
45,44,measurement,RUBIESEGS17146_taylor24,RUBIESEGS17146_taylor24,HZA-RUBIES-EGS-17146,RUBIES-EGS-17146,5.0,taylor24_ceers_rubies_blagn,RUBIES,EGS,non_lrd,lower_pressure,4.84720609555218,0.0,0.0,high,45,6.6,low,16.1573536518406,90,F_context,v3-blagn,1,RUBIESEGS17146_taylor24,True,only catalogue measurement in this release,1.1722819008829126,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.0722963707137882,0.25,0.15,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.4938882438220872,0.27915422476900575,0.17178721524246504,3.8058456194047086,-2.713847935317638,0.46167814096412485,3.5058456194047087,0.5260983466800493,4.105845619404708,0.44020473905881674,3.3058456194047086,0.5475717485853574,4.305845619404709,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.,0.4780551641128306,0.4939997840802751,0.5202820491120493,0.2633211450597492,0.2792657650271938,0.30554803005896797,0.0,0.15595413553320853,0.1718987555006531,0.19818102053242734,0.0,3.65837872264493,3.806884488408138,4.0516735083098,0.0,-2.8613148320774164,-2.7128090663142084,-2.4680200464125472,0.0,0.0,0.4617896812223129,0.0,3.5068844884081383,0.0,0.5262098869382373,0.0,4.106884488408138,0.0,0.4403162793170048,0.0,3.306884488408138,0.0,0.5476832888435454,0.0,4.306884488408138,0.0
